album_id,wikipedia_album_name,spotify_album_name,track_id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6kLGkzzsQb5kMjlZJDFuD3,Ace,No Somos De Acero,2pvUrXKtSuPemgM1EZyyUO,Albur De Amor,0.593,0.685,4,-6.167,1,0.0524,0.0893,0,0.344,0.621,91.152,195253,4
6kLGkzzsQb5kMjlZJDFuD3,Ace,No Somos De Acero,66MpF0VT1Sthmj4qeAIZGw,Me Gusta La Guerra,0.539,0.805,7,-6.98,1,0.157,0.0493,0,0.0942,0.811,111.227,205800,4
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,3rBLBqCbYULxS1l47OIfAt,Aceptalo Ya,0.603,0.696,7,-5.318,1,0.0447,0.286,0,0.143,0.801,169.893,166427,3
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,786qLkm4FywVNK5xT7gvpy,La Catalina,0.71,0.84,10,-4.306,0,0.0478,0.106,0,0.294,0.779,160.037,151893,4
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,0i3UadpefZV1eNXrgh62Bq,El Tarasco,0.735,0.81,7,-4.854,1,0.0619,0.0437,0,0.0579,0.809,127.427,195493,4
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,0eioZjLbm8PMV33pepAafo,Las Animas Del Rio,0.733,0.887,7,-5.49,1,0.0553,0.0531,1.87e-05,0.0657,0.966,81.494,179893,4
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,7ECsfHYwko5WkZ0uDmBeIt,Con El Agua Hasta El Cuello,0.57,0.796,1,-5.228,0,0.0882,0.0504,3.36e-06,0.353,0.844,179.901,173160,3
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,6ma9wKoYtkKfeN31jHdMhP,El Macheteadito,0.787,0.799,9,-6.238,1,0.0356,0.0917,4.06e-06,0.228,0.95,110.02,178173,4
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,0pPT5GFPdBIAI9AtfEEsxY,Dificil,0.83,0.858,0,-4.78,1,0.0376,0.119,3.63e-06,0.0981,0.933,123.125,156667,4
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,1t50MelAYpXVCzUcD2Wkqg,La Charanga,0.752,0.888,5,-4.588,1,0.118,0.11,0,0.181,0.877,160.338,197147,4
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,0FhcuuzPSq53u9VUpDXDln,Con Tu Imagen,0.671,0.718,4,-5.847,1,0.058,0.0303,1.81e-06,0.106,0.735,161.051,175533,3
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,66kl6tdcWA1Edl2VZsfkPQ,La Bola Magica,0.688,0.873,4,-5.172,0,0.036,0.0814,0.00236,0.535,0.764,170.092,139427,4
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,7JN3t6Yt7d3DeSJ8ETchkE,Mis Fantasias,0.758,0.779,9,-5.101,1,0.0401,0.332,0,0.0856,0.894,107.491,130973,4
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,1QeVsUUiaKQiMHRiDYyNrR,Provocame,0.792,0.807,0,-4.679,1,0.0549,0.0585,0,0.149,0.946,154.129,204960,4
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,2juNjmS81xsJUOFJFop3QX,No Se Vivir,0.651,0.456,11,-6.664,1,0.0401,0.262,0,0.221,0.948,184.814,181360,3
5NrYXAeq8EqovAyrb9JWNf,Ace,Aceptalo Ya !,1fYwFiuLGzGuXRiwvHqqjl,El Wiri Wiri Aka El Guiri Guiri,0.673,0.925,2,-6.098,1,0.0275,0.0262,3.37e-06,0.368,0.962,152.418,202200,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,34bZ0Ben96DKQovHmUn7Ky,We Close Our Eyes,0.696,0.854,11,-6.719,1,0.0326,0.0217,0,0.0393,0.91,130.6,221507,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,5LKDtK4ZSJVFFKTt8IvRlJ,The King of Wishful Thinking,0.669,0.868,0,-7.377,1,0.0527,0.033,0,0.0991,0.918,107.885,241760,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,3ilY01LiVZqeZJ1A1HDeJI,The Tracks of My Tears,0.495,0.746,9,-7.736,1,0.0571,0.179,0,0.081,0.444,174.017,231827,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,5A0FYOZ5mFvHzXLoc8SR9B,Call Me,0.559,0.865,8,-8.871,1,0.0365,0.398,7.09e-06,0.0388,0.928,162.736,252973,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,1tz71RQYeSt5IEdUb8t9Kg,Faithful,0.615,0.912,10,-8.028,0,0.0416,0.0323,0,0.0966,0.751,105.538,265560,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,3j0MsAvaSUPNgxZISk4qSF,Don't Look Down (The Sequel),0.669,0.943,3,-7.354,1,0.0612,0.0876,3.21e-06,0.102,0.59,129.999,259640,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,0SXu6Kc77uBTF3wBv0dcup,"One Way Street (From ""Rocky IV"")",0.619,0.595,0,-10.296,1,0.0449,0.137,0,0.0371,0.664,150.863,276293,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,3Oqn8eAdMAJ0kAOWsrGHYn,What You Won't Do for Love,0.59,0.803,4,-7.088,0,0.0485,0.293,1.49e-05,0.0691,0.804,169.127,266800,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,0WTJ3OJLR3KuwFR6iKKq6O,From Baltimore to Paris,0.479,0.503,11,-13.945,0,0.0279,0.37,1.94e-06,0.307,0.514,171.311,347667,3
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,0T2xyrTeUJlxSzztRy73Na,Never Let Them See You Sweat,0.773,0.824,10,-6.634,0,0.0505,0.0426,0.000901,0.0897,0.773,109.611,259867,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,5IRonoEy8gyGxg6IfvNXeR,Goodbye Girl,0.442,0.565,5,-9.236,0,0.0408,0.339,0,0.319,0.419,61.846,273467,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,6oi7mWG0IvnBqcRzVLFBAU,I Want to Hear It from You,0.574,0.898,7,-10.377,0,0.0419,0.152,0,0.171,0.697,134.562,223893,3
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,4zV90Jf4BdWwxcy6ZA75kX,Tell Me,0.338,0.493,7,-9.597,1,0.0475,0.446,0,0.0724,0.219,207.849,256507,3
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,5tO9JcnaiGSvPmAWCxNlwA,Eye to Eye - Horizontal Mix,0.816,0.662,3,-10.251,1,0.0382,0.162,0.000135,0.203,0.914,114.508,312200,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,2oOXTelCEgA3mjdFkHCUyB,The King Is Dead,0.359,0.314,1,-17.358,1,0.0302,0.417,0,0.0822,0.433,81.822,267627,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,7cpX5uyjiDfsNaDEgV2Q63,Tears Too Late,0.643,0.81,0,-7.174,1,0.0357,0.132,0,0.0957,0.932,125.967,261573,4
3Xobf92h7QUoTyN8eVwLt9,Ace,Aces and Kings: The Best Of,3mUxs9chPEkcu6V0FS3j7X,Still in Love,0.496,0.791,0,-8.733,0,0.0488,0.15,3.77e-06,0.109,0.739,174.999,287227,4
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),7qjrRi6bErUkGtFhmJS2r1,Amantes de Ocasion,0.636,0.625,10,-4.963,1,0.0284,0.383,0,0.2,0.664,115.039,187455,4
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),5MTSUDc40a2c4S7BCLEoYm,Termina de Aceptarlo,0.81,0.551,4,-8.502,0,0.0818,0.65,0,0.101,0.968,114.99,153000,4
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),3YGl1NMMkSuOpX8s2UTzl1,Pa Que Me Dan,0.683,0.708,5,-8.459,1,0.102,0.608,0,0.157,0.953,169.904,158548,3
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),0VahzgJEbe2ncnOgyTD78d,Lastima de Cuerpo,0.787,0.791,0,-3.668,1,0.108,0.705,0,0.0464,0.97,117.511,142341,3
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),0730HidxJVfQXR0U1khb4T,Junta de Ombligos,0.689,0.431,7,-9.376,1,0.177,0.59,0,0.0726,0.969,79.955,211551,1
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),3IVX2bdUVEWc7Yy2WqLBZf,Entre El Amor Y El Dinero,0.819,0.497,8,-9.47,1,0.0593,0.636,0,0.157,0.968,104.981,163000,3
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),4DPg993kLMCGuU3Y8fMVDc,Un Soñador,0.705,0.465,7,-10.004,1,0.0562,0.488,0,0.282,0.704,149.938,180333,4
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),2ELHyqb73SO5tWeEiju9D1,Amor Moderno,0.783,0.519,8,-8.982,1,0.148,0.726,0,0.0644,0.967,105.053,182173,4
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),2AenJ9camXHs6aZLjmy8AC,El Compa Alex,0.821,0.522,3,-9.197,1,0.189,0.711,1.06e-05,0.0582,0.974,114.815,178165,3
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),0K1qW6aFgBLcAcIJV0ZI9P,El Abatido,0.729,0.543,7,-8.258,0,0.0649,0.665,0,0.0793,0.857,109.897,149609,4
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),3ayeUGfwsnJ6P5lghrXRV9,No Perdi La Costumbre,0.688,0.616,0,-5.393,1,0.0453,0.683,0,0.0694,0.909,150.053,215171,4
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),6DLApSf1LbbGJYt2Ee2DRe,Relacion Prohibida,0.642,0.477,10,-7.979,1,0.131,0.71,1.01e-06,0.0619,0.96,170.066,234000,4
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),1CEyTdVFkR3ZbEvOXVGoDm,Aqui Termino,0.593,0.362,0,-8.505,1,0.0686,0.694,0,0.0309,0.944,159.781,193447,3
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),4c7HDxLzd2dAuPWXyn9uB9,Te Cayo el 20,0.799,0.559,0,-8.196,1,0.146,0.789,0,0.0541,0.966,119.687,174135,4
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),4J3tiLIuCpbPNB1BztIJso,Te Llame,0.627,0.37,3,-10.092,1,0.0334,0.38,0,0.0967,0.745,150.134,178255,4
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),4Hl7Eu8Kia7nvYgNU27iYj,Hipocresia,0.76,0.499,3,-9.547,1,0.128,0.496,0,0.0686,0.962,154.911,139518,4
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),3r5Kvu3slheI4vMlDbDC9P,Consentido Damaso,0.559,0.723,9,-7.954,0,0.13,0.664,0,0.336,0.911,174.807,175562,3
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),1XjKkxoQLXev0koLFnYBdt,El 50,0.798,0.657,9,-8.503,0,0.112,0.566,0,0.266,0.97,120.039,117863,1
1FTQgxdK8luI1gfDpuOsI2,Ace,Termina de Aceptarlo (Version Deluxe),4wyOWcDQZks9C5uKEVB1MC,La Vida Ruina,0.85,0.699,3,-7.774,1,0.0874,0.705,2.24e-06,0.0681,0.964,120.085,169000,3
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,1DXBOoF7WF921LylvCWNDG,Back on the Bottle,0.596,0.836,7,-5.218,1,0.0777,0.106,2.97e-05,0.284,0.889,164.007,194333,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,4fLuQwYQ2xUzu5NP32ohwQ,Ball & Chain,0.613,0.848,2,-6.606,1,0.0569,0.00399,1.42e-06,0.199,0.458,138.991,261107,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,611OeJLZHNb8mLTaptDNf0,Country Song,0.644,0.875,4,-5.677,1,0.0393,0.032,0,0.136,0.805,123.12,183960,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,5wfM6bU90qkMM5Hm7GGJmi,Sunset,0.488,0.619,5,-5.64,1,0.0273,0.0395,2.96e-06,0.11,0.485,164.029,224987,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,4oFz9VzPjxmnOlkij9PgwE,Barefeet on the Dash,0.585,0.851,2,-5.571,1,0.0326,0.0117,3.66e-05,0.262,0.57,99.436,195187,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,0Abs3cyXikVLWqFWmaxjcw,Goin' Back to California,0.616,0.759,2,-5.309,1,0.0523,0.0202,0,0.348,0.47,123.98,219453,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,5pFq9Qc1kji6FMMGupwlqt,Aces 'N Eights,0.487,0.495,2,-6.218,1,0.0263,0.0516,0.00263,0.0902,0.29,129.879,186507,3
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,2g8jk5whaqM6cjUjL0Ws9e,Easy Lovin' Stranger,0.589,0.686,7,-6.587,1,0.0258,0.0113,1.35e-05,0.317,0.432,120.698,272320,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,45xr5NUOaJ3d8bmFqsYV00,Circle of Trust,0.592,0.581,7,-5.848,1,0.0236,0.0577,0.000239,0.0851,0.366,99.952,236907,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,1igLby9NzxvNviyek9Or51,Highway 101,0.537,0.893,9,-4.74,1,0.0543,0.0186,0.00924,0.0839,0.6,131.7,225600,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,67lhO17ZKqTUO8hpRzK24C,Love Don't Come Around Here,0.707,0.546,2,-6.5,1,0.0234,0.0283,0.012,0.391,0.504,94.976,219973,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,4JBBeXlJriE72X7TVAaFkD,"Sex, Love & Texas",0.555,0.942,9,-4.858,1,0.0553,0.00579,3.67e-05,0.79,0.847,160.18,192480,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,4lt4nd4bHMfaJZkINbpDiB,Cocaine,0.648,0.871,2,-4.604,1,0.038,0.00133,0.00135,0.146,0.815,119.948,255147,4
2MWEAQV02ftfhSQEy0ayZZ,Ace,Aces 'N Eights,6872eLinntZ2nfjheYDZod,Back on the Bottle (Bonus Track),0.58,0.862,7,-5.161,1,0.0682,0.0599,3.15e-05,0.213,0.852,163.984,193747,4
5guuzqHivWi8CziJRuwaLu,Ace,Acey Duecy,0X8rlGD2GqfjElqNSDEXNN,Stop Playin',0.826,0.623,1,-5.353,0,0.033,0.0526,0.00252,0.0818,0.688,99.039,227840,4
5guuzqHivWi8CziJRuwaLu,Ace,Acey Duecy,07neXNmWZgxDjbM8gij3rY,Something About You,0.674,0.646,4,-6.813,0,0.0363,0.000181,0.000678,0.075,0.522,100.008,293493,4
5guuzqHivWi8CziJRuwaLu,Ace,Acey Duecy,20rmKroWFc803kTS8Y0wp3,Smoke One,0.736,0.417,8,-8.69,1,0.107,0.606,0.000223,0.11,0.472,88.979,245027,4
5guuzqHivWi8CziJRuwaLu,Ace,Acey Duecy,1IXVay2tUc0LI5mhFwRIkK,Words,0.562,0.552,3,-7.881,0,0.027,0.124,0,0.104,0.544,83.439,241827,4
5guuzqHivWi8CziJRuwaLu,Ace,Acey Duecy,6ZdaKFqfxsAUtKYJeAllgL,Lady,0.611,0.45,1,-8.677,0,0.0376,0.385,0.000371,0.163,0.187,60.495,279693,4
5guuzqHivWi8CziJRuwaLu,Ace,Acey Duecy,446VS8W2AksfSVJLf0oYbp,Spittin' Game,0.521,0.727,8,-7.768,0,0.088,0.728,5.62e-05,0.539,0.77,86.969,253280,4
5guuzqHivWi8CziJRuwaLu,Ace,Acey Duecy,5kCXnpFF5UiTIyvuq5gSgj,Kinfolk,0.7,0.64,1,-6.787,1,0.249,0.00407,0,0.173,0.654,131.959,266973,4
5guuzqHivWi8CziJRuwaLu,Ace,Acey Duecy,7e5R7jGyufkKBIqIYfIdDk,GA Peach,0.668,0.791,5,-6.758,0,0.128,0.59,0,0.0563,0.952,150.025,265613,4
5guuzqHivWi8CziJRuwaLu,Ace,Acey Duecy,0QFOIa57lCvR1qcHASbnTF,Cheatin' Man,0.56,0.225,4,-11.137,0,0.0455,0.889,0,0.129,0.343,131.716,282293,4
5guuzqHivWi8CziJRuwaLu,Ace,Acey Duecy,4VlR9L615AvxYyzzsCDLHz,Cold Turkey,0.592,0.359,7,-9.725,0,0.0681,0.713,0,0.0991,0.477,72.067,278440,4
5guuzqHivWi8CziJRuwaLu,Ace,Acey Duecy,5nHeP76fVKZbZcD7M7gQwP,Krooked Kop,0.729,0.614,1,-8.603,1,0.0909,0.636,4.45e-06,0.244,0.907,149.908,298240,4
2JdCY1hnp09VYO9c4U3jGQ,Ace,Coleccion de Oro Vol.1 Alma de Acero,6RzRfTeZnAQT7TgKkKPt2N,Alma de Acero,0.634,0.762,0,-4.571,1,0.0241,0.0378,0,0.299,0.834,95.374,161350,3
2JdCY1hnp09VYO9c4U3jGQ,Ace,Coleccion de Oro Vol.1 Alma de Acero,2cyzkOLB9IX7OcsOHXp4yE,Recuerdame Bonito,0.5,0.559,7,-6.09,1,0.0281,0.218,0,0.369,0.511,116.386,161228,4
2JdCY1hnp09VYO9c4U3jGQ,Ace,Coleccion de Oro Vol.1 Alma de Acero,4EsKpSHJ2iIyGKSUgCZ7I3,Fallaste Corazon,0.469,0.564,2,-6.983,1,0.0748,0.419,1.15e-05,0.108,0.515,89.469,194194,4
2JdCY1hnp09VYO9c4U3jGQ,Ace,Coleccion de Oro Vol.1 Alma de Acero,2CxS5r15LZR8sbZG52W604,La Ley del Monte,0.721,0.783,7,-5.615,1,0.0605,0.266,1.42e-06,0.0605,0.787,119.579,149864,4
2JdCY1hnp09VYO9c4U3jGQ,Ace,Coleccion de Oro Vol.1 Alma de Acero,3PvSg2x6psPCYHcEm5jgaW,Me Piden,0.421,0.496,7,-9.557,1,0.0486,0.768,0.000144,0.0969,0.163,117.738,249940,3
2JdCY1hnp09VYO9c4U3jGQ,Ace,Coleccion de Oro Vol.1 Alma de Acero,5RGZbhqjbxSlebIl9d0wvZ,El Golpe Traidor,0.64,0.607,7,-9.16,1,0.0474,0.0624,0,0.716,0.713,108.567,173645,4
2JdCY1hnp09VYO9c4U3jGQ,Ace,Coleccion de Oro Vol.1 Alma de Acero,0DuFSSnyFehLO8VzKVC7av,Amigo Organillero,0.679,0.59,1,-8.146,0,0.0312,0.109,1.42e-06,0.119,0.682,95.437,182979,4
2JdCY1hnp09VYO9c4U3jGQ,Ace,Coleccion de Oro Vol.1 Alma de Acero,6qS6Vqhp54CBRK2KE1CvMB,Dejenme Llorar,0.693,0.683,11,-6.012,1,0.0301,0.364,3.24e-05,0.511,0.746,105.512,164827,4
2JdCY1hnp09VYO9c4U3jGQ,Ace,Coleccion de Oro Vol.1 Alma de Acero,3kRBlkMxMoVBawwpQloy0T,De Que Manera Te Olvido,0.649,0.704,0,-4.527,1,0.0308,0.305,0,0.692,0.758,113.739,153263,4
2JdCY1hnp09VYO9c4U3jGQ,Ace,Coleccion de Oro Vol.1 Alma de Acero,6MFZ7RqjfEGlAjvPpG4Mbr,Ella,0.508,0.584,2,-3.972,1,0.0278,0.393,0,0.295,0.426,77.532,187386,1
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,2ATbBgya36gxdJG8lQLPsH,Amantes de Ocasion,0.636,0.625,10,-4.963,1,0.0284,0.383,0,0.2,0.664,115.039,187455,4
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,7CIXaNXPD6bed8e0XEGmZM,Termina de Aceptarlo,0.81,0.551,4,-8.502,0,0.0818,0.65,0,0.101,0.968,114.99,153000,4
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,48Y22xWMM4zMJk9x3MctNc,Pa Que Me Dan,0.683,0.708,5,-8.459,1,0.102,0.608,0,0.157,0.953,169.904,158548,3
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,08dXFFemfmpGTpx5npkynH,Lastima de Cuerpo,0.787,0.791,0,-3.668,1,0.108,0.705,0,0.0464,0.97,117.511,142341,3
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,6ZjQtWakb04ggpvmr1z8HQ,Junta de Ombligos,0.689,0.431,7,-9.376,1,0.177,0.59,0,0.0726,0.969,79.955,211551,1
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,7qYjaVyMfobJIx0hZouy7z,Entre El Amor Y El Dinero,0.819,0.497,8,-9.47,1,0.0593,0.636,0,0.157,0.968,104.981,163000,3
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,2dkuTsnENiuOi5cDQKgRnV,Un Soñador,0.705,0.465,7,-10.004,1,0.0562,0.488,0,0.282,0.704,149.938,180333,4
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,4zmRj2diiF1CgazqyubgF8,Amor Moderno,0.783,0.519,8,-8.982,1,0.148,0.726,0,0.0644,0.967,105.053,182173,4
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,0H9NnUE44VtNVLVQgNSHuv,El Compa Alex,0.821,0.522,3,-9.197,1,0.189,0.711,1.06e-05,0.0582,0.974,114.815,178165,3
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,27t0GyjhNxDDD8QzzMiFdk,El Abatido,0.729,0.543,7,-8.258,0,0.0649,0.665,0,0.0793,0.857,109.897,149609,4
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,3wYR1kepeqK2lEDfWxi56N,No Perdi La Costumbre,0.688,0.616,0,-5.393,1,0.0453,0.683,0,0.0694,0.909,150.053,215171,4
5Gr18jMmPJXgj0JVlh6Uhe,Ace,Termina de Aceptarlo,6SebhJTPWzpG1WTc6BZDWr,Relacion Prohibida,0.642,0.477,10,-7.979,1,0.131,0.71,1.01e-06,0.0619,0.96,170.066,234000,4
605GCazHp9t05TBRh7vaV1,Ace,Cristal Y Acero,3FWS3MZ5gj8cAI27a7jIzo,Nena,0.707,0.753,7,-6.154,1,0.0346,0.536,8.83e-06,0.13,0.897,76.082,144173,4
605GCazHp9t05TBRh7vaV1,Ace,Cristal Y Acero,3JgstHjgjLzpVx9wkydBT3,Cristal Y Acero,0.747,0.723,5,-6.662,1,0.0337,0.356,1.1e-05,0.17,0.96,152.071,166720,4
605GCazHp9t05TBRh7vaV1,Ace,Cristal Y Acero,362b7OuIr0XcYWsgHzUIGy,De Corazon A Corazon (De Coracao Pra Coracao),0.61,0.675,5,-6.408,1,0.0319,0.253,0.000184,0.127,0.857,152.176,191733,4
605GCazHp9t05TBRh7vaV1,Ace,Cristal Y Acero,6dVDXOOl86H7J2G8LMJpgp,Prueba De Amor,0.717,0.831,9,-5.415,1,0.0621,0.276,1.08e-06,0.0902,0.582,80.073,198493,4
605GCazHp9t05TBRh7vaV1,Ace,Cristal Y Acero,2HoiaXRCHiXmlGL5qHpCQD,Se Ha Llevado Todo (Se Ha Llevado),0.613,0.525,0,-6.53,1,0.0275,0.299,0,0.169,0.265,134.203,257747,4
605GCazHp9t05TBRh7vaV1,Ace,Cristal Y Acero,1sMu10VdCUAOcHqRlUPq0T,La Celosa,0.692,0.742,7,-6.054,1,0.0358,0.428,0,0.231,0.967,77.994,170907,4
605GCazHp9t05TBRh7vaV1,Ace,Cristal Y Acero,3hvhvaew3LSWhgnWDYxDFX,Quiero Que Seas Mi Estrella,0.634,0.657,2,-6.911,1,0.0274,0.27,0,0.0477,0.757,148.207,275627,4
605GCazHp9t05TBRh7vaV1,Ace,Cristal Y Acero,2cs0XgNUGoi4YFyOunbzIr,Dame Un Cachito,0.6,0.746,0,-5.524,1,0.034,0.274,6.73e-06,0.164,0.843,152.29,170187,4
605GCazHp9t05TBRh7vaV1,Ace,Cristal Y Acero,20iNJEeAskalotkTReSY1q,Que Te Deje De Querer,0.76,0.633,7,-6.5,1,0.041,0.346,0,0.169,0.934,76.089,165627,4
605GCazHp9t05TBRh7vaV1,Ace,Cristal Y Acero,74jc1omSHYaceQR1g7jMrL,El Corrido De Elpidio Pazo,0.792,0.773,9,-5.143,1,0.0331,0.118,0,0.097,0.746,96.093,198947,4
605GCazHp9t05TBRh7vaV1,Ace,Cristal Y Acero,2RK2jn1iWzxljUvYduspmZ,Cien Ovejas,0.732,0.68,0,-5.213,1,0.0238,0.145,0,0.238,0.673,110.094,187600,4
0ZhSvkH4rJS7KCWKztaWeg,Ace,12 Exitos de Acero,6oSjHiwG9NnmN62lmEdCsq,Recordando a Cheo,0.632,0.715,9,-6.611,0,0.0337,0.2,8.31e-06,0.316,0.924,104.835,295236,4
0ZhSvkH4rJS7KCWKztaWeg,Ace,12 Exitos de Acero,7wor5OcZq6SAK24CC1nS7Y,Es una Lastima,0.685,0.697,11,-7.914,1,0.0354,0.152,0,0.0755,0.732,82.963,226377,4
0ZhSvkH4rJS7KCWKztaWeg,Ace,12 Exitos de Acero,4yAhfptrND3nAOUyJh8Qtc,Digale,0.565,0.692,2,-6.937,1,0.033,0.396,0,0.0862,0.698,82.847,201117,4
0ZhSvkH4rJS7KCWKztaWeg,Ace,12 Exitos de Acero,0cXoVX7ZBC6dxJmHfGcETv,Pensando en Ti,0.61,0.664,8,-7.11,1,0.0388,0.0668,0.000127,0.0657,0.904,204.341,207882,4
0ZhSvkH4rJS7KCWKztaWeg,Ace,12 Exitos de Acero,0BZKCa1K5XMGoc31yJRkzB,Como Es Posible,0.675,0.648,4,-7.001,1,0.0513,0.188,0,0.106,0.811,82.827,214387,4
0ZhSvkH4rJS7KCWKztaWeg,Ace,12 Exitos de Acero,4jh0q59Eeit81TrfyUxXv5,No Soy el Aire,0.473,0.553,7,-7.797,1,0.0375,0.197,0,0.149,0.289,145.797,225228,4
0ZhSvkH4rJS7KCWKztaWeg,Ace,12 Exitos de Acero,2ityQnlH7Mw42LL0FzGtar,Quisiera,0.748,0.685,9,-5.739,0,0.0325,0.147,0,0.258,0.862,104.038,157153,4
